,company_brand,founded,headquarter,sector,what_it_does,investor,amount($),stage,year
225,Ketos,2015,"San Francisco, United States",AI startup,KETOS provides hardware and software analytics solutions and real-time data for usage and flow across water systems.,"Citi Ventures, Illuminated Funds Group",18000000,Venture - Series Unknown,2020
226,SUGAR cosmetics,2012,Mumbai,Cosmetics,It is a cruelty-free makeup brand providing cosmetics that is high on style and higher on performance.,"A91 Partners, RB Investments Pte. Ltd",2000000,Debt,2020
227,Signzy,2015,Bangalore,FinTech,It is creating 'building blocks for a Digital Trust system.,"GenNext Ventures, Contrarian Drishti Partners",5400000,Venture - Series Unknown,2020
228,Ahaguru,2012,Chennai,EdTech,"It is conducting IIT JEE Coach for Physics, Math and Chemistry easily.",Anand Mahindra,3000000,Series A,2020
229,Tekion,2016,"San Ramon, California",AI startup,It is a cloud-built platform with advanced machine learning and AI capabilities for a personalized and seamless consumer experience.,"Alliance Ventures, Storm Ventures",150000000,Series C,2020
230,Brighteye Ventures,2017,"Paris, Ile-de-France, France",EdTech,Education technology venture capital firm.,Tandem,5400000,Venture - Series Unknown,2020
231,EzeRx,2018,Kolkata,Medtech,Developer and manufacturer of medical devices,"Indian Oil Corporation, Krishna Chakravarty",200000,Seed,2020
232,VitalTech,2018,"Plano, Texas, United States",HeathTech,"VitalTech is a develop technologies that empower patients to better care for their safety,",Tech Mahindra,3000000,Seed,2020
233,Genius Teacher,2016,Mumbai,EdTech,"Genius Teacher creates engaging educational content, delivers fun learning experience to the students","Whiteboard Capital, VKG Ventures LLP.",2000000,Venture - Series Unknown,2020
234,Ultraviolette Automotive,2014,Bangalore,Automobiles,Ultraviolette Automotive is a technology startup working on electric two-wheelers and energy infrastructure.,TVS Motor Company,4000000,Series B,2020
235,Tring,2019,Mumbai,Social Media,"Tring is a celebrity engagement platform, for all occasions including birthday, anniversaries, get well soon messages.","Sujeet Kumar, Hemesh Singh",3000000,Venture - Series Unknown,2020
236,Rare Planet,2015,Kolkata,Retail startup,Rare Planet sells handicrafts made by local artisans.,Venture Catalysts,400000,Pre-series A,2020
237,GoodGamer,2020,Bangalore,Gaming,GoodGamer is India's first Daily Fantasy Sports and true Esports gaming platform.,"Pegasus Tech Ventures, Base Partners",2500000,Seed,2020
238,InnAccel,2012,Bangalore,Medtech,"A building a portfolio of novel medical devices designed, engineered, and priced for global Emerging Markets.",Mount Judi Ventures,1500000,Pre-series A,2020
239,Tiliter,2017,Sydney,Retail,Software that uses computer vision to recognise products without barcodes,"AngelList, Investec",7500000,Venture - Series Unknown,2020
240,Slintel,2016,"San Francisco Bay Area, Silicon Valley, West Coast",Sles and marketing,"Slintel, a leader in capturing technographics-powered buying intent, helps companies uncover the 3% of active buyers in their target market.","Accel, Stellaris Venture Partners",4200000,Venture - Series Unknown,2020
